video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1043_1052,"['4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_922_931', '4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1107_1116']",#C C puts the iron on the floor,#C C picks the iron from the floor,Pick it up.," #C C picks up the trouser."
d5ac2685-a012-46fe-8bc9-5c21c07edb0a_1433_1442,['d5ac2685-a012-46fe-8bc9-5c21c07edb0a_1410_1419'],#C C places the water bottle on the table,#C C places the roller on the table,Replace it with the roller.," #C C closes the roller"
d5ac2685-a012-46fe-8bc9-5c21c07edb0a_1410_1419,['d5ac2685-a012-46fe-8bc9-5c21c07edb0a_1433_1442'],#C C places the roller on the table,#C C places the water bottle on the table,Replace it with the water bottle.," #C C cuts the water bottle."
8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_1279_1288', '8c3055e1-a4d4-416a-9d93-24609a961ac8_1186_1195', '8c3055e1-a4d4-416a-9d93-24609a961ac8_704_713', '8c3055e1-a4d4-416a-9d93-24609a961ac8_796_805', '8c3055e1-a4d4-416a-9d93-24609a961ac8_646_655']",#C C stares at the crochet hooks,#C C knits the fabric,Begin knitting.," #C C begins knitting with the crochet."
8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_1279_1288', '8c3055e1-a4d4-416a-9d93-24609a961ac8_1186_1195', '8c3055e1-a4d4-416a-9d93-24609a961ac8_704_713', '8c3055e1-a4d4-416a-9d93-24609a961ac8_796_805', '8c3055e1-a4d4-416a-9d93-24609a961ac8_646_655']",#C C stares at the crochet hooks,#C C knits the fabric,Begin knitting.," #C C begins knitting the fabric."
8c3055e1-a4d4-416a-9d93-24609a961ac8_1279_1288,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664', '8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751']",#C C knits the fabric,#C C stares at the crochet hooks,Stop knitting and look at the hooks.," #C C looks at the hooks and stops sewing."
8c3055e1-a4d4-416a-9d93-24609a961ac8_1186_1195,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664', '8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751']",#C C knits the fabric,#C C stares at the crochet hooks,Person stops and looks.," #C C stops sewing and looks at the cloth."
8c3055e1-a4d4-416a-9d93-24609a961ac8_704_713,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664', '8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751']",#C C knits the fabric with the crochet hook,#C C stares at the crochet hooks,Stop knitting and look at them.," #C C looks up from the cloth."
8c3055e1-a4d4-416a-9d93-24609a961ac8_796_805,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664', '8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751']",#C C knits the fabric with the crochet hook,#C C stares at the crochet hooks,Cease the action and look at the object.," #C C stops sewing and looks at the cloth."
8c3055e1-a4d4-416a-9d93-24609a961ac8_646_655,"['8c3055e1-a4d4-416a-9d93-24609a961ac8_655_664', '8c3055e1-a4d4-416a-9d93-24609a961ac8_742_751']",#C C knits the fabric with the crochet hook,#C C stares at the crochet hooks,Just look at them.," #C C looks at the pieces of cloth."
e75caa1f-8658-432c-b559-f6a1f3fc409c_294_303,['e75caa1f-8658-432c-b559-f6a1f3fc409c_60_69'],#C C removes the onions on the knife with the left hand,#C C removes the garlic from the knife with his hand,Swap onions with garlic.," #C C removes garlic from the knife."
e75caa1f-8658-432c-b559-f6a1f3fc409c_60_69,['e75caa1f-8658-432c-b559-f6a1f3fc409c_294_303'],#C C removes the garlic from the knife with his hand,#C C removes the onions on the knife with the left hand,"Remove onions instead, using the other hand."," #C C removes onions with his left hand."
e75caa1f-8658-432c-b559-f6a1f3fc409c_2584_2593,['e75caa1f-8658-432c-b559-f6a1f3fc409c_0_7'],#C C places the knife on the chopping board,#C C picks the knife from the chopping board,Pick it up.," #C C picks up the food stuffs from the table"
e75caa1f-8658-432c-b559-f6a1f3fc409c_0_7,['e75caa1f-8658-432c-b559-f6a1f3fc409c_2584_2593'],#C C picks the knife from the chopping board,#C C places the knife on the chopping board,Place it down.," #C C puts down the knife"
50f3b696-607d-4a2b-964d-58f4ebd7f019_3068_3077,['50f3b696-607d-4a2b-964d-58f4ebd7f019_3079_3088'],#C- C stops to knit,#C- C continues to knit,Continue the action.," #C C continues to check the fabric"
50f3b696-607d-4a2b-964d-58f4ebd7f019_3079_3088,"['50f3b696-607d-4a2b-964d-58f4ebd7f019_3068_3077', '50f3b696-607d-4a2b-964d-58f4ebd7f019_3417_3426', '50f3b696-607d-4a2b-964d-58f4ebd7f019_3281_3290']",#C- C continues to knit,#C- C stops to knit,Stop knitting.," #C C puts down the crochet hook."
50f3b696-607d-4a2b-964d-58f4ebd7f019_3417_3426,['50f3b696-607d-4a2b-964d-58f4ebd7f019_3079_3088'],#C- C stops knitting,#C- C continues to knit,Continue the action.," #C C continues knitting the cloth with the needle."
50f3b696-607d-4a2b-964d-58f4ebd7f019_3281_3290,['50f3b696-607d-4a2b-964d-58f4ebd7f019_3079_3088'],#C- C stops knitting,#C- C continues to knit,Continue the action.," #C C holds the fabric"
c6e14005-854e-462f-a5a0-2474b759b1cc_20_29,['c6e14005-854e-462f-a5a0-2474b759b1cc_44_53'],#C C opens the door,#C C opens the entrance gate,Open the gate instead.," #C C opens the gate"
c6e14005-854e-462f-a5a0-2474b759b1cc_44_53,['c6e14005-854e-462f-a5a0-2474b759b1cc_20_29'],#C C opens the entrance gate,#C C opens the door,Open the other one.," #C C opens the door outside."
28313dbe-ad68-43cb-bb72-602d5600d15a_24_33,['28313dbe-ad68-43cb-bb72-602d5600d15a_14_23'],#C C drops the wood plank onto the saw machine,#C C picks a wood plank from the car with both hands,Retrieve it from the car.," #C C retrieves the wood from the car."
28313dbe-ad68-43cb-bb72-602d5600d15a_14_23,['28313dbe-ad68-43cb-bb72-602d5600d15a_24_33'],#C C picks a wood plank from the car with both hands,#C C drops the wood plank onto the saw machine,Drop it onto the machine.," #C C drops the wood onto the machine."
b707b510-4ccb-4912-b662-5e2dbdaa6ef2_2987_2996,['b707b510-4ccb-4912-b662-5e2dbdaa6ef2_3031_3040'],#C C lifts the wood,#C C puts wood on the table,Place it on the table.," #C C places the sandpaper on the table."
b707b510-4ccb-4912-b662-5e2dbdaa6ef2_3031_3040,['b707b510-4ccb-4912-b662-5e2dbdaa6ef2_2987_2996'],#C C puts wood on the table,#C C lifts the wood,Lift it.," #C C lifts an object in the workshop."
622ab8aa-21f8-4ad0-99c3-7f4876850df7_1313_1322,['622ab8aa-21f8-4ad0-99c3-7f4876850df7_1257_1266'],#C C transfers the bag to the right hand,#C C transfers the bag to the left hand,Switch hands.," #C C looks at the dog with the other hand."
622ab8aa-21f8-4ad0-99c3-7f4876850df7_1257_1266,['622ab8aa-21f8-4ad0-99c3-7f4876850df7_1313_1322'],#C C transfers the bag to the left hand,#C C transfers the bag to the right hand,Switch hands.," #C C walks the dogs with the other hand."
622ab8aa-21f8-4ad0-99c3-7f4876850df7_1331_1340,['622ab8aa-21f8-4ad0-99c3-7f4876850df7_1385_1394'],#C C looks at the phone,#C C lifts the phone,Lift it.," #C C lifts the phone."
622ab8aa-21f8-4ad0-99c3-7f4876850df7_1359_1368,['622ab8aa-21f8-4ad0-99c3-7f4876850df7_1385_1394'],#C C operates a phone,#C C lifts the phone,Lift it.," #C C lifts the phone."
796bc463-2962-4a43-8a34-5f27983e0950_1041_1050,['796bc463-2962-4a43-8a34-5f27983e0950_1019_1028'],#C C puts down penetrant oil,#C C sprays the oil,Spray it.," #C C sprays the car"
54843f87-c3c1-40a3-910e-5e72540995d5_797_806,['54843f87-c3c1-40a3-910e-5e72540995d5_597_606'],#C C cleans the shoe,#C C rinses the shoe.,Rinse it.," #C C rinses the toothbrush."
54843f87-c3c1-40a3-910e-5e72540995d5_797_806,['54843f87-c3c1-40a3-910e-5e72540995d5_1113_1122'],#C C cleans the shoe,#C C puts shoe in the sink,Place it in the sink.," #C C places the toothbrush in the sink."
54843f87-c3c1-40a3-910e-5e72540995d5_597_606,['54843f87-c3c1-40a3-910e-5e72540995d5_1113_1122'],#C C rinses the shoe.,#C C puts shoe in the sink,Place it in the sink.," #C C puts shoes in the sink"
54843f87-c3c1-40a3-910e-5e72540995d5_1113_1122,['54843f87-c3c1-40a3-910e-5e72540995d5_1036_1045'],#C C puts shoe in the sink,#C C puts electric shoe cleaner on the sink,Place the cleaner on it instead.," #C C puts the cleaner on the shoes in the sink"
54843f87-c3c1-40a3-910e-5e72540995d5_651_660,['54843f87-c3c1-40a3-910e-5e72540995d5_597_606'],#C C pours the water in the shoe.,#C C rinses the shoe.,Rinse it instead.," #C C rinses the sink stopper."
54843f87-c3c1-40a3-910e-5e72540995d5_651_660,['54843f87-c3c1-40a3-910e-5e72540995d5_620_629'],#C C pours the water in the shoe.,#C C puts the shoe aside.,Set it aside.," #C C sets the cleaning supplies aside."
54843f87-c3c1-40a3-910e-5e72540995d5_1036_1045,['54843f87-c3c1-40a3-910e-5e72540995d5_1113_1122'],#C C puts electric shoe cleaner on the sink,#C C puts shoe in the sink,Same action with a shoe.," #C C rinses a shoe"
54843f87-c3c1-40a3-910e-5e72540995d5_698_707,['54843f87-c3c1-40a3-910e-5e72540995d5_597_606'],#C C pours the water in the shoe.,#C C rinses the shoe.,Rinse it instead.," #C C rinses the nozzle."
54843f87-c3c1-40a3-910e-5e72540995d5_698_707,['54843f87-c3c1-40a3-910e-5e72540995d5_620_629'],#C C pours the water in the shoe.,#C C puts the shoe aside.,Set it aside.," #C C sets the bucket aside"
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_219_228,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_205_214'],#C C moves the liquid soap aside,#C C moves the coins aside,Change it to coins.," #C C puts the coins on the"
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_98_107,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_268_277'],#C C turns the tap on,#C C turns the tap off,Turn it off.," #C C closes the tap"
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_0_5,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_40_49'],#C C sweeps the floor using the push broom,#C C leans the push broom against the cabinet,Lean it against the cabinet.," #C C leans the broom against the cabinet."
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_40_49,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_0_5'],#C C leans the push broom against the cabinet,#C C sweeps the floor using the push broom,Sweep the floor with it.," #C C sweeps the floor with the broom."
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_268_277,"['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_98_107', 'bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_245_254']",#C C turns the tap off,#C C turns the tap on,Turn it on.," #C C turns on the tap."
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_205_214,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_194_203'],#C C moves the coins aside,#C C moves the scissors aside,Change it to scissors.," #C C picks scissors."
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_245_254,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_268_277'],#C C turns on the tap,#C C turns the tap off,Turn it off.," #C C closes the tap"
bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_194_203,['bf843ad3-fad5-4bc5-b74c-0ee9dafe9c40_205_214'],#C C moves the scissors aside,#C C moves the coins aside,Change it to coins.," #C C moves the coins on top of the cabinet."
068c3c6b-fbbc-486f-bc4c-f56e26448a09_341_350,['068c3c6b-fbbc-486f-bc4c-f56e26448a09_431_440'],#C is washing the utensils on the sink.,#c is wiping the cabinet.,Wipe the cabinet instead.," #C C wipes the cabinet."
068c3c6b-fbbc-486f-bc4c-f56e26448a09_592_601,['068c3c6b-fbbc-486f-bc4c-f56e26448a09_580_589'],#C is closing the fridge.,#C is opening the fridge.,Open it instead.," #C C opens the fridge"
068c3c6b-fbbc-486f-bc4c-f56e26448a09_580_589,['068c3c6b-fbbc-486f-bc4c-f56e26448a09_592_601'],#C is opening the fridge.,#C is closing the fridge.,Close it.," #C C closes the fridge."
068c3c6b-fbbc-486f-bc4c-f56e26448a09_431_440,['068c3c6b-fbbc-486f-bc4c-f56e26448a09_341_350'],#c is wiping the cabinet.,#C is washing the utensils on the sink.,Wash the utensils instead.," #C C washes utensils."
fbbc72ed-e55f-4c01-998c-4c573136614d_679_688,"['fbbc72ed-e55f-4c01-998c-4c573136614d_687_696', 'fbbc72ed-e55f-4c01-998c-4c573136614d_696_703']",#c c rubs hand on cloth,#c c raises hand,Raise the hand.," #C C walks with hand raised."
fbbc72ed-e55f-4c01-998c-4c573136614d_687_696,['fbbc72ed-e55f-4c01-998c-4c573136614d_679_688'],#c c raises hand,#c c rubs hand on cloth,Rub it on the cloth.," #C C rubs the object on the cloth."
fbbc72ed-e55f-4c01-998c-4c573136614d_696_703,['fbbc72ed-e55f-4c01-998c-4c573136614d_679_688'],#c c raises hand,#c c rubs hand on cloth,Rub it on the cloth.," #C C rubs the object on the cloth."
7bbebd35-f550-436f-92ac-02307a9fe138_219_228,['7bbebd35-f550-436f-92ac-02307a9fe138_201_210'],#C C rides the motorcycle,#C C stops the motorcycle,Stop the vehicle.," #C C stops cycling."
7bbebd35-f550-436f-92ac-02307a9fe138_201_210,['7bbebd35-f550-436f-92ac-02307a9fe138_219_228'],#C C stops the motorcycle,#C C rides the motorcycle,Start riding.," #C C starts riding on the road."
473d22ab-824e-4d9a-8bc0-924d499694d0_0_6,['473d22ab-824e-4d9a-8bc0-924d499694d0_10_19'],#C C passes the phone to her right hand.,#C C passes the dog flyer toy to her left hand.,Pass the toy instead.," #C C passes the toy to the dogs on the road."
473d22ab-824e-4d9a-8bc0-924d499694d0_10_19,['473d22ab-824e-4d9a-8bc0-924d499694d0_0_6'],#C C passes the dog flyer toy to her left hand.,#C C passes the phone to her right hand.,Switch the object and hand.," #C C operates the cellphone with his left hand."
63b9e64a-60ae-4d86-81fa-2253776cc8e9_483_492,"['63b9e64a-60ae-4d86-81fa-2253776cc8e9_76_85', '63b9e64a-60ae-4d86-81fa-2253776cc8e9_30_39', '63b9e64a-60ae-4d86-81fa-2253776cc8e9_699_708']",#C C gets the metal ring from the bag,#C C adjusts the position of the bag,Adjust the bag's position.," #C C adjusts the bag's position."
63b9e64a-60ae-4d86-81fa-2253776cc8e9_76_85,['63b9e64a-60ae-4d86-81fa-2253776cc8e9_483_492'],#C C adjusts the position of the bag,#C C gets the metal ring from the bag,Retrieve the object from it.," #C C retrieves the object from the bag"
63b9e64a-60ae-4d86-81fa-2253776cc8e9_30_39,['63b9e64a-60ae-4d86-81fa-2253776cc8e9_483_492'],#C C adjusts the position of the bag,#C C gets the metal ring from the bag,Retrieve the object from it.," #C C retrieves the needle from the bag"
63b9e64a-60ae-4d86-81fa-2253776cc8e9_699_708,['63b9e64a-60ae-4d86-81fa-2253776cc8e9_483_492'],#C C adjusts the bag properly,#C C gets the metal ring from the bag,Retrieve the ring from it.," #C C retrieves the ring from the bag."
b0f8ab26-96ea-4c96-8371-922fe32a9115_431_440,['b0f8ab26-96ea-4c96-8371-922fe32a9115_534_543'],#C C carries the bicycle tyre from the worktable with his left hand.,#C C drops the bicycle tyre inflator on the worktable with his right hand.,Drop the inflator instead.," #C C drops the inflator."
b0f8ab26-96ea-4c96-8371-922fe32a9115_534_543,['b0f8ab26-96ea-4c96-8371-922fe32a9115_431_440'],#C C drops the bicycle tyre inflator on the worktable with his right hand.,#C C carries the bicycle tyre from the worktable with his left hand.,Carry the tyre instead.," #C C carries the tyre to the table"
b0f8ab26-96ea-4c96-8371-922fe32a9115_296_305,['b0f8ab26-96ea-4c96-8371-922fe32a9115_411_420'],#C C removes the rim in the bicycle tyre with his right hand.,#C C adjusts the bicycle rim with his left hand.,Adjust it with the other hand.," #C C adjusts the tire on the table with his left hand."
b0f8ab26-96ea-4c96-8371-922fe32a9115_411_420,['b0f8ab26-96ea-4c96-8371-922fe32a9115_296_305'],#C C adjusts the bicycle rim with his left hand.,#C C removes the rim in the bicycle tyre with his right hand.,Switch hands and remove the rim.," #C C removes the rim from the tire on the workbench with his left hand."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_131_140,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_258_267'],#C C tightens the nut in the plug terminal with the screwdriver,#C C tightens the plug base with the screwdriver,Tighten the base.," #C C tightens the base with the screwdriver"
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_131_140,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6'],#C C tightens the nut in the plug terminal with the screwdriver,#C C picks up a screwdriver from a table with his right hand,Pick up the tool instead.," #C C picks up the screwdriver."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_47_56,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6'],#C C picks up his eyeglasses from the table with his left hand,#C C picks up a screwdriver from a table with his right hand,Pick up a screwdriver with the other hand.," #C C picks up a screwdriver with his left hand."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_258_267,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6'],#C C tightens the plug base with the screwdriver,#C C picks up a screwdriver from a table with his right hand,Pick up the tool instead.," #C C picks up the screwdriver with his right hand."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_258_267,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_131_140'],#C C tightens the plug base with the screwdriver,#C C tightens the nut in the plug terminal with the screwdriver,Tighten the nut instead.," #C C tightens a nut on the switch panel with a screwdriver."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_258_267'],#C C picks up a screwdriver from a table with his right hand,#C C tightens the plug base with the screwdriver,Tighten the plug base.," #C C tightens the plug base with the screwdriver."
58b068dd-758f-43c7-8cd5-d17cc1aafb5a_0_6,['58b068dd-758f-43c7-8cd5-d17cc1aafb5a_47_56'],#C C picks up a screwdriver from a table with his right hand,#C C picks up his eyeglasses from the table with his left hand,Pick up the eyeglasses with the other hand.," #C C picks up the eyeglasses with his left hand."
0a90656a-eac8-49fa-a253-78f5626c8d5c_274_283,['0a90656a-eac8-49fa-a253-78f5626c8d5c_226_235'],#C C picks a weighing scale,#C C picks the cooking pot holder from the table,Pick up the pot holder instead.," #C C picks up the pot holder from the kitchen counter."
0a90656a-eac8-49fa-a253-78f5626c8d5c_226_235,['0a90656a-eac8-49fa-a253-78f5626c8d5c_274_283'],#C C picks the cooking pot holder from the table,#C C picks a weighing scale,Pick up the scale instead.," #C C picks up the scale from the kitchen counter."
